Date,Route,Vessel_Type,Freight_Rate_USD_Per_Ton,Bunker_Price,Port_Congestion_Days
2025-06-15,Australia_to_EC_India,Panamax,56.566687192477346,495.42668323391706,9
2025-06-16,Australia_to_EC_India,Panamax,57.18514588296101,490.6091742050823,1
2025-06-17,Australia_to_EC_India,Panamax,57.0970221959588,507.202596496212,8
2025-06-18,Australia_to_EC_India,Panamax,56.84058932535865,489.98637938973883,9
2025-06-19,Australia_to_EC_India,Panamax,57.28567827421702,481.04512464820243,4
2025-06-20,Australia_to_EC_India,Panamax,56.86239746393022,504.5210345347529,9
2025-06-21,Australia_to_EC_India,Panamax,56.6952475869994,499.9548864944235,4
2025-06-22,Australia_to_EC_India,Panamax,56.97477611521457,492.12049040678295,2
2025-06-23,Australia_to_EC_India,Panamax,56.768601766559996,516.9245102437357,5
2025-06-24,Australia_to_EC_India,Panamax,56.30536113871617,495.334551232017,6
2025-06-25,Australia_to_EC_India,Panamax,56.95960312327728,490.44585600550084,1
2025-06-26,Australia_to_EC_India,Panamax,57.20815936944231,496.9135370075006,4
2025-06-27,Australia_to_EC_India,Panamax,57.16546913016867,489.2209859977861,3
2025-06-28,Australia_to_EC_India,Panamax,57.6629164289265,488.0052174039558,8
2025-06-29,Australia_to_EC_India,Panamax,57.53155825553932,486.642443904803,5
2025-06-30,Australia_to_EC_India,Panamax,57.67728197904407,472.75804526183555,9
2025-07-01,Australia_to_EC_India,Panamax,58.071230919793685,479.64558644268254,6
2025-07-02,Australia_to_EC_India,Panamax,58.00765815010254,501.46657291518693,0
2025-07-03,Australia_to_EC_India,Panamax,58.40018575097052,503.05969798424303,8
2025-07-04,Australia_to_EC_India,Panamax,58.00020157893017,493.9735553683464,6
2025-07-05,Australia_to_EC_India,Panamax,58.194440990850126,503.12808372566735,3
2025-07-06,Australia_to_EC_India,Panamax,58.018189844284926,488.84246077394795,9
2025-07-07,Australia_to_EC_India,Panamax,58.64281537632681,502.727802480939,5
2025-07-08,Australia_to_EC_India,Panamax,57.94571315206853,504.7985182277225,2
2025-07-09,Australia_to_EC_India,Panamax,57.49729406668848,510.36757023574245,2
2025-07-10,Australia_to_EC_India,Panamax,57.26833655066109,506.5382223374692,2
2025-07-11,Australia_to_EC_India,Panamax,56.91863108406717,503.2748818499226,4
2025-07-12,Australia_to_EC_India,Panamax,56.23453718598701,504.2468703616708,8
2025-07-13,Australia_to_EC_India,Panamax,55.71045290466795,493.0857914622629,0
2025-07-14,Australia_to_EC_India,Panamax,55.468915305446586,491.2506168188687,6
2025-07-15,Australia_to_EC_India,Panamax,55.639540356329455,502.29011723735977,0
2025-07-16,Australia_to_EC_India,Panamax,55.80181507819463,491.47069008096764,6
2025-07-17,Australia_to_EC_India,Panamax,55.66980658272188,486.4646637392916,7
2025-07-18,Australia_to_EC_India,Panamax,55.32324308823926,475.457074899602,7
2025-07-19,Australia_to_EC_India,Panamax,55.428027608333565,501.6274088460087,3
2025-07-20,Australia_to_EC_India,Panamax,55.58123741036918,513.676228793537,6
2025-07-21,Australia_to_EC_India,Panamax,55.89963455515227,508.4691850143255,6
2025-07-22,Australia_to_EC_India,Panamax,55.62503916054605,496.43788233599713,3
2025-07-23,Australia_to_EC_India,Panamax,55.95417416159296,494.0225581967465,4
2025-07-24,Australia_to_EC_India,Panamax,55.5587880534205,493.5269954445274,8
2025-07-25,Australia_to_EC_India,Panamax,55.435681948568934,514.8008107350676,6
2025-07-26,Australia_to_EC_India,Panamax,56.11369476658749,489.4167366468942,1
2025-07-27,Australia_to_EC_India,Panamax,56.280610870673954,493.8589620199927,5
2025-07-28,Australia_to_EC_India,Panamax,56.14237517579444,493.1183047955752,2
2025-07-29,Australia_to_EC_India,Panamax,56.16283808750442,492.6986315130083,0
2025-07-30,Australia_to_EC_India,Panamax,55.59924618544123,488.9772929401403,8
2025-07-31,Australia_to_EC_India,Panamax,55.50338328223961,495.8080260323607,5
2025-08-01,Australia_to_EC_India,Panamax,55.72169594806244,487.44303686937377,5
2025-08-02,Australia_to_EC_India,Panamax,55.61523093757471,494.3040745572743,1
2025-08-03,Australia_to_EC_India,Panamax,56.23956386449679,491.21627260755923,1
2025-08-04,Australia_to_EC_India,Panamax,56.00121900497333,494.6267751767113,9
2025-08-05,Australia_to_EC_India,Panamax,55.842456103036675,490.78140195936413,6
2025-08-06,Australia_to_EC_India,Panamax,55.806218558882996,489.33156019740215,7
2025-08-07,Australia_to_EC_India,Panamax,55.03945299937973,495.77195423132855,5
2025-08-08,Australia_to_EC_India,Panamax,54.8657397740636,493.0503307465615,6
2025-08-09,Australia_to_EC_India,Panamax,54.63587293735335,495.9658201598091,4
2025-08-10,Australia_to_EC_India,Panamax,55.10890104616622,509.2676724539154,6
2025-08-11,Australia_to_EC_India,Panamax,55.23275848569218,499.79453050933483,0
2025-08-12,Australia_to_EC_India,Panamax,54.34921824908902,487.08229753064865,5
2025-08-13,Australia_to_EC_India,Panamax,55.22568269594592,497.5109946554048,6
2025-08-14,Australia_to_EC_India,Panamax,55.45772871074548,504.05346184090865,5
2025-08-15,Australia_to_EC_India,Panamax,54.80529061012697,503.2985635366608,4
2025-08-16,Australia_to_EC_India,Panamax,54.456661529274484,514.0056547618092,6
2025-08-17,Australia_to_EC_India,Panamax,53.72439554770952,496.3734593556155,9
2025-08-18,Australia_to_EC_India,Panamax,52.86293564258219,498.50270661408587,1
2025-08-19,Australia_to_EC_India,Panamax,53.829334499524535,508.5553973202395,0
2025-08-20,Australia_to_EC_India,Panamax,53.20185168846069,505.94133879398066,7
2025-08-21,Australia_to_EC_India,Panamax,53.51797889240494,500.3947449788808,3
2025-08-22,Australia_to_EC_India,Panamax,53.90451640159925,488.8965123899062,0
2025-08-23,Australia_to_EC_India,Panamax,53.25319288752422,489.0613814065195,0
2025-08-24,Australia_to_EC_India,Panamax,53.46246809798067,499.33632117654923,4
2025-08-25,Australia_to_EC_India,Panamax,52.817410309589654,493.19495557188384,2
2025-08-26,Australia_to_EC_India,Panamax,52.6981449157484,496.695883839191,5
2025-08-27,Australia_to_EC_India,Panamax,52.03714571518044,491.03994930429883,1
2025-08-28,Australia_to_EC_India,Panamax,52.19301718844258,509.2057865602611,1
2025-08-29,Australia_to_EC_India,Panamax,52.082053780519374,501.1372723747984,9
2025-08-30,Australia_to_EC_India,Panamax,52.732576329082676,485.10934593307707,7
2025-08-31,Australia_to_EC_India,Panamax,51.626833069188436,509.72309201997393,3
2025-09-01,Australia_to_EC_India,Panamax,51.055931714982194,489.97278292565915,1
2025-09-02,Australia_to_EC_India,Panamax,50.61659060498767,505.3465074433757,3
2025-09-03,Australia_to_EC_India,Panamax,50.32851449490469,483.5626838795313,7
2025-09-04,Australia_to_EC_India,Panamax,50.30404706727707,506.4351266652531,7
2025-09-05,Australia_to_EC_India,Panamax,49.88900699622167,478.3204896851622,4
2025-09-06,Australia_to_EC_India,Panamax,49.345603812441105,513.4164683428821,7
2025-09-07,Australia_to_EC_India,Panamax,49.1007643974543,486.02824907757645,9
2025-09-08,Australia_to_EC_India,Panamax,48.67311917311058,492.0297715882585,8
2025-09-09,Australia_to_EC_India,Panamax,48.51481251326899,490.0444242361547,8
2025-09-10,Australia_to_EC_India,Panamax,48.53825142255152,493.50835621242527,4
2025-09-11,Australia_to_EC_India,Panamax,48.389723685539714,497.9502729258129,5
2025-09-12,Australia_to_EC_India,Panamax,47.74743372403517,492.4603338744443,9
2025-09-13,Australia_to_EC_India,Panamax,48.32393330809129,489.70473131797814,2
2025-09-14,Australia_to_EC_India,Panamax,47.88904367468334,497.18752586572595,4
2025-09-15,Australia_to_EC_India,Panamax,47.464699448813484,487.484055512339,0
2025-09-16,Australia_to_EC_India,Panamax,46.71966595010112,488.77999507409356,7
2025-09-17,Australia_to_EC_India,Panamax,46.915409264815125,505.44164708740794,6
2025-09-18,Australia_to_EC_India,Panamax,46.66322096962013,507.024727552354,9
2025-09-19,Australia_to_EC_India,Panamax,47.23557247647475,496.35428740513794,3
2025-09-20,Australia_to_EC_India,Panamax,47.08011594457858,504.0230434206214,9
2025-09-21,Australia_to_EC_India,Panamax,46.64236474468283,512.5345943552443,4
2025-09-22,Australia_to_EC_India,Panamax,46.552961459389024,491.2700133737777,9
2025-09-23,Australia_to_EC_India,Panamax,46.17462985557009,489.6540629205615,5
2025-09-24,Australia_to_EC_India,Panamax,46.091005566199506,491.4115104649689,2
2025-09-25,Australia_to_EC_India,Panamax,45.89308895429125,492.76495133350164,0
2025-09-26,Australia_to_EC_India,Panamax,44.83321942766868,482.7504662333479,6
2025-09-27,Australia_to_EC_India,Panamax,44.31868514236822,503.47491152504864,3
2025-09-28,Australia_to_EC_India,Panamax,43.81197414451147,500.62194777113604,0
2025-09-29,Australia_to_EC_India,Panamax,43.727937640534186,503.9341996102934,8
2025-09-30,Australia_to_EC_India,Panamax,43.809806528969254,483.252242154173,7
2025-10-01,Australia_to_EC_India,Panamax,43.160693564743234,482.37445876047616,6
2025-10-02,Australia_to_EC_India,Panamax,43.54817997350585,490.10413701965393,5
2025-10-03,Australia_to_EC_India,Panamax,43.07359082700582,491.8459585999197,2
2025-10-04,Australia_to_EC_India,Panamax,43.4418397390288,504.281628437674,8
2025-10-05,Australia_to_EC_India,Panamax,43.60504221375748,480.7793130922217,2
2025-10-06,Australia_to_EC_India,Panamax,43.04832173472069,489.80477103246926,7
2025-10-07,Australia_to_EC_India,Panamax,42.81069017367229,504.57659972575294,1
2025-10-08,Australia_to_EC_India,Panamax,42.74019486406816,511.89157037403794,4
2025-10-09,Australia_to_EC_India,Panamax,42.74586629193962,486.6686828192554,9
2025-10-10,Australia_to_EC_India,Panamax,42.60012140036201,493.3473041062492,1
2025-10-11,Australia_to_EC_India,Panamax,42.37706055831745,500.1709673523059,6
2025-10-12,Australia_to_EC_India,Panamax,42.1712852192251,489.99819377621446,6
2025-10-13,Australia_to_EC_India,Panamax,42.22107520489836,480.5685985995148,1
2025-10-14,Australia_to_EC_India,Panamax,42.28733680807622,510.3022586061794,8
2025-10-15,Australia_to_EC_India,Panamax,42.09236086485366,505.6182392153453,2
2025-10-16,Australia_to_EC_India,Panamax,41.80715312214145,504.42874444521544,7
2025-10-17,Australia_to_EC_India,Panamax,41.05890744687923,501.97636209917226,5
2025-10-18,Australia_to_EC_India,Panamax,40.54200920513888,504.604264383297,0
2025-10-19,Australia_to_EC_India,Panamax,40.72658369161507,478.98094065510014,1
2025-10-20,Australia_to_EC_India,Panamax,40.35391226290652,508.45731445563337,8
2025-10-21,Australia_to_EC_India,Panamax,39.95960060536693,504.16513666450345,4
2025-10-22,Australia_to_EC_India,Panamax,39.55412683367844,502.7522339322478,8
2025-10-23,Australia_to_EC_India,Panamax,39.56915682258063,501.5018854535038,3
2025-10-24,Australia_to_EC_India,Panamax,38.99799416234351,473.86325788775895,2
2025-10-25,Australia_to_EC_India,Panamax,38.534107792096606,517.5268565393699,8
2025-10-26,Australia_to_EC_India,Panamax,38.78257400114821,487.92173025202857,1
2025-10-27,Australia_to_EC_India,Panamax,38.60849216550003,502.1955710333136,0
2025-10-28,Australia_to_EC_India,Panamax,39.001659271651256,506.8892437666561,7
2025-10-29,Australia_to_EC_India,Panamax,38.67560321595836,500.89667397117006,1
2025-10-30,Australia_to_EC_India,Panamax,38.58630932116288,501.8877746355104,7
2025-10-31,Australia_to_EC_India,Panamax,39.30419550335167,515.2795811395612,8
2025-11-01,Australia_to_EC_India,Panamax,39.04717230607509,491.0615341472711,9
2025-11-02,Australia_to_EC_India,Panamax,39.00495067676605,494.88070924784654,5
2025-11-03,Australia_to_EC_India,Panamax,38.34700839073532,500.7040245402866,2
2025-11-04,Australia_to_EC_India,Panamax,37.77826053107252,485.6265475535342,3
2025-11-05,Australia_to_EC_India,Panamax,37.83843503107598,487.51172079839176,5
2025-11-06,Australia_to_EC_India,Panamax,37.74285815034093,475.493060020918,1
2025-11-07,Australia_to_EC_India,Panamax,37.15210561642229,493.56306784507234,3
2025-11-08,Australia_to_EC_India,Panamax,37.25794240777341,504.9183326828772,5
2025-11-09,Australia_to_EC_India,Panamax,37.18663902137554,496.37649007480843,8
2025-11-10,Australia_to_EC_India,Panamax,37.77151699763798,498.77491811145984,3
2025-11-11,Australia_to_EC_India,Panamax,37.419488938093856,483.4653959484616,7
2025-11-12,Australia_to_EC_India,Panamax,36.91879364627556,484.53168928755986,9
2025-11-13,Australia_to_EC_India,Panamax,37.34524491978129,488.1894678087607,7
2025-11-14,Australia_to_EC_India,Panamax,36.61283689232595,490.697083368084,9
2025-11-15,Australia_to_EC_India,Panamax,36.238501315204154,499.4716109583985,0
2025-11-16,Australia_to_EC_India,Panamax,35.371443087986954,504.0741988241356,6
2025-11-17,Australia_to_EC_India,Panamax,35.16527530222679,505.03127271153784,1
2025-11-18,Australia_to_EC_India,Panamax,35.06993131260014,498.7001641484343,6
2025-11-19,Australia_to_EC_India,Panamax,35.39790368861789,494.04915547286043,1
2025-11-20,Australia_to_EC_India,Panamax,35.131096856696395,496.53111894865043,4
2025-11-21,Australia_to_EC_India,Panamax,35.656841264037695,492.85783069761294,0
2025-11-22,Australia_to_EC_India,Panamax,36.06298229392421,496.5394790413215,8
2025-11-23,Australia_to_EC_India,Panamax,35.90036922110709,485.4537947616478,9
2025-11-24,Australia_to_EC_India,Panamax,35.100820863256416,487.9359959788813,0
2025-11-25,Australia_to_EC_India,Panamax,34.69559846235871,507.321503032702,9
2025-11-26,Australia_to_EC_India,Panamax,35.119597112465875,491.12593008706335,7
2025-11-27,Australia_to_EC_India,Panamax,35.098550236070714,491.57481894518577,4
2025-11-28,Australia_to_EC_India,Panamax,34.74317235918798,494.28561895890897,5
2025-11-29,Australia_to_EC_India,Panamax,34.066596551816524,498.61956033546966,0
2025-11-30,Australia_to_EC_India,Panamax,34.64785468668309,499.1949521706242,8
2025-12-01,Australia_to_EC_India,Panamax,33.43575761293762,492.4202241449418,9
2025-12-02,Australia_to_EC_India,Panamax,33.12632870126546,504.8437586405725,1
2025-12-03,Australia_to_EC_India,Panamax,32.72087837565728,500.2022649012079,5
2025-12-04,Australia_to_EC_India,Panamax,32.88227602259166,517.1911118570472,8
2025-12-05,Australia_to_EC_India,Panamax,32.69872604136905,485.8862669304906,1
2025-12-06,Australia_to_EC_India,Panamax,32.59746180419243,494.98400989575936,3
2025-12-07,Australia_to_EC_India,Panamax,32.771829251828244,490.4703101266283,2
2025-12-08,Australia_to_EC_India,Panamax,33.3444329340478,507.6071510181677,4
2025-12-09,Australia_to_EC_India,Panamax,33.52138081333435,511.79607799629,5
2025-12-10,Australia_to_EC_India,Panamax,33.38244592123798,507.40717694520123,8
2025-12-11,Australia_to_EC_India,Panamax,33.181541238795866,493.0362642737887,4
2025-12-12,Australia_to_EC_India,Panamax,32.74242641358734,505.48906115469396,9
2025-12-13,Australia_to_EC_India,Panamax,32.59508148331627,511.1295848005465,6
2025-12-14,Australia_to_EC_India,Panamax,32.85405595228974,502.32265098631274,9
2025-12-15,Australia_to_EC_India,Panamax,32.107872221721934,507.34943988529125,5
2025-12-16,Australia_to_EC_India,Panamax,32.09219373312015,493.2962169363678,3
2025-12-17,Australia_to_EC_India,Panamax,31.95194997672146,502.26568644328694,0
2025-12-18,Australia_to_EC_India,Panamax,32.06129697966045,498.8514568751485,7
2025-12-19,Australia_to_EC_India,Panamax,32.244007928549685,504.9655772806425,3
2025-12-20,Australia_to_EC_India,Panamax,31.93328536915665,493.9557895759262,5
2025-12-21,Australia_to_EC_India,Panamax,31.8629588643661,508.4746158959648,8
2025-12-22,Australia_to_EC_India,Panamax,31.537097673215055,501.60839662337247,5
2025-12-23,Australia_to_EC_India,Panamax,31.914428712009066,509.6168746082354,5
2025-12-24,Australia_to_EC_India,Panamax,32.70791279174213,482.77464664504595,5
2025-12-25,Australia_to_EC_India,Panamax,32.97828450999585,491.4055643866617,8
2025-12-26,Australia_to_EC_India,Panamax,32.938358829547376,500.516877662511,8
2025-12-27,Australia_to_EC_India,Panamax,32.57507821377902,503.2930375754834,6
2025-12-28,Australia_to_EC_India,Panamax,32.65840291933574,490.8950261574044,0
2025-12-29,Australia_to_EC_India,Panamax,32.91605111522085,497.9997394134072,6
2025-12-30,Australia_to_EC_India,Panamax,32.85634244689617,493.48661887143476,0
2025-12-31,Australia_to_EC_India,Panamax,33.201001991825436,503.9843452757561,6
2026-01-01,Australia_to_EC_India,Panamax,33.14995185563464,421.27751070794017,8
2026-01-02,Australia_to_EC_India,Panamax,32.84837233214825,430.91601682076447,0
2026-01-03,Australia_to_EC_India,Panamax,32.902299112299225,419.91204367808376,0
2026-01-04,Australia_to_EC_India,Panamax,32.69985977152623,439.8419815915689,5
2026-01-05,Australia_to_EC_India,Panamax,32.608258264199364,429.1471021794556,4
2026-01-06,Australia_to_EC_India,Panamax,33.1049042126986,426.5994850578229,5
2026-01-07,Australia_to_EC_India,Panamax,33.10558628910101,427.76144257983907,1
2026-01-08,Australia_to_EC_India,Panamax,32.712673013532395,428.01161118834426,2
2026-01-09,Australia_to_EC_India,Panamax,32.88291957700421,448.8551850795594,3
2026-01-10,Australia_to_EC_India,Panamax,32.3758186254527,448.4048937560128,9
2026-01-11,Australia_to_EC_India,Panamax,32.544361737878475,433.68729001484473,9
2026-01-12,Australia_to_EC_India,Panamax,33.19131194451286,423.5094305588499,1
2026-01-13,Australia_to_EC_India,Panamax,32.8400223586516,438.89190156428555,4
2026-01-14,Australia_to_EC_India,Panamax,32.47486473659268,446.74739595333847,3
2026-01-15,Australia_to_EC_India,Panamax,32.22304892583176,446.3246436430488,7
2026-01-16,Australia_to_EC_India,Panamax,32.214533894523804,441.03829322924236,5
2026-01-17,Australia_to_EC_India,Panamax,33.10938090602228,452.2745479535986,9
2026-01-18,Australia_to_EC_India,Panamax,32.85430465468942,423.7321767397067,3
2026-01-19,Australia_to_EC_India,Panamax,33.02964169562854,438.9363129491147,5
2026-01-20,Australia_to_EC_India,Panamax,33.31352255704664,425.4359703791011,0
2026-01-21,Australia_to_EC_India,Panamax,33.158233202280876,443.29063610914113,2
2026-01-22,Australia_to_EC_India,Panamax,32.73264134583932,424.38465252996485,6
2026-01-23,Australia_to_EC_India,Panamax,32.932403214699924,435.00527570991926,2
2026-01-24,Australia_to_EC_India,Panamax,32.46845818493925,442.5158670882145,7
2026-01-25,Australia_to_EC_India,Panamax,31.97616373662566,443.8802075767136,6
2026-01-26,Australia_to_EC_India,Panamax,31.831759174788573,443.4096917272404,8
2026-01-27,Australia_to_EC_India,Panamax,31.614635682635612,441.8690462501962,7
2026-01-28,Australia_to_EC_India,Panamax,31.323670060740262,437.93526524714946,3
2026-01-29,Australia_to_EC_India,Panamax,31.86196139711869,430.9126947674375,9
2026-01-30,Australia_to_EC_India,Panamax,31.780360231983124,416.3862288703737,0
2026-01-31,Australia_to_EC_India,Panamax,32.068741544151635,425.71979246788646,8
2026-02-01,Australia_to_EC_India,Panamax,32.457579259479985,446.3406487524277,7
2026-02-02,Australia_to_EC_India,Panamax,32.429474748169596,446.2626955073775,5
2026-02-03,Australia_to_EC_India,Panamax,33.19123033617348,422.1851430863349,8
2026-02-04,Australia_to_EC_India,Panamax,33.970367115053705,424.22774509454416,2
2026-02-05,Australia_to_EC_India,Panamax,34.32905525841793,444.411652806773,7
2026-02-06,Australia_to_EC_India,Panamax,34.18755407222624,432.07274102145345,5
2026-02-07,Australia_to_EC_India,Panamax,34.764928592712906,429.43266678078135,3
2026-02-08,Australia_to_EC_India,Panamax,34.404181650839504,431.490981699724,1
2026-02-09,Australia_to_EC_India,Panamax,34.62498690923335,436.7521276598448,7
2026-02-10,Australia_to_EC_India,Panamax,34.6766017082721,429.6768808511832,7
2026-02-11,Australia_to_EC_India,Panamax,35.22622884005054,438.3058586068662,6
2026-02-12,Australia_to_EC_India,Panamax,35.694939170347844,427.7727547343651,4
2026-02-13,Australia_to_EC_India,Panamax,35.99191681487622,430.9441296268658,9
2026-02-14,Australia_to_EC_India,Panamax,35.90645692160829,409.9269070989504,4
2026-02-15,Australia_to_EC_India,Panamax,35.95574312790543,431.4439727151685,3
2026-02-16,Australia_to_EC_India,Panamax,35.36488125849835,424.94177885267027,3
2026-02-17,Australia_to_EC_India,Panamax,35.46752999900299,448.9832917892609,4
2026-02-18,Australia_to_EC_India,Panamax,35.13805312634471,417.4319290330137,4
2026-02-19,Australia_to_EC_India,Panamax,35.2146153816216,441.65568278076347,1
2026-02-20,Australia_to_EC_India,Panamax,35.26789643141298,422.381841681655,8
2026-02-21,Australia_to_EC_India,Panamax,34.86828623886951,440.9472555521906,1
2026-02-22,Australia_to_EC_India,Panamax,34.686224192393915,424.114959764781,1
2026-02-23,Australia_to_EC_India,Panamax,34.48233710621384,413.56939970427965,6
2026-02-24,Australia_to_EC_India,Panamax,34.638902213968024,456.2595032963546,5
2026-02-25,Australia_to_EC_India,Panamax,35.209508748590515,429.6226406228653,2
2026-02-26,Australia_to_EC_India,Panamax,34.79282666786043,431.3634147945909,5
2026-02-27,Australia_to_EC_India,Panamax,34.56521979697481,443.4263654632411,4
2026-02-28,Australia_to_EC_India,Panamax,34.3864594793252,429.9100435529837,5
2026-03-01,Australia_to_EC_India,Panamax,34.56832021222044,426.00780052541353,9
2026-03-02,Australia_to_EC_India,Panamax,33.91623250447544,442.4188667677329,0
2026-03-03,Australia_to_EC_India,Panamax,33.855655566725005,424.5727556670664,1
2026-03-04,Australia_to_EC_India,Panamax,33.97403808544212,433.8976372300978,0
2026-03-05,Australia_to_EC_India,Panamax,33.89956481816684,435.08966012896855,8
2026-03-06,Australia_to_EC_India,Panamax,33.91676846966657,427.13971907011614,8
2026-03-07,Australia_to_EC_India,Panamax,34.45417562056335,417.30414006183764,9
2026-03-08,Australia_to_EC_India,Panamax,34.850042540846374,423.9088273581971,7
2026-03-09,Australia_to_EC_India,Panamax,34.64848830882688,430.45301677269254,5
2026-03-10,Australia_to_EC_India,Panamax,35.66077265114141,435.44649814613905,9
2026-03-11,Australia_to_EC_India,Panamax,36.0534236573399,433.1194770257354,8
2026-03-12,Australia_to_EC_India,Panamax,36.4000588427598,423.8265985180996,5
2026-03-13,Australia_to_EC_India,Panamax,37.1142923671675,429.41296560144536,7
2026-03-14,Australia_to_EC_India,Panamax,37.24325537201715,427.6114676132404,0
2026-03-15,Australia_to_EC_India,Panamax,37.35520986950229,444.3531401333514,9
2026-03-16,Australia_to_EC_India,Panamax,37.93274686179774,439.3838229050257,9
2026-03-17,Australia_to_EC_India,Panamax,37.51908878776179,433.687265986679,2
2026-03-18,Australia_to_EC_India,Panamax,37.660015028248274,433.4691895423766,8
2026-03-19,Australia_to_EC_India,Panamax,37.6215929385274,413.19038838967924,7
2026-03-20,Australia_to_EC_India,Panamax,37.98545380660937,436.2543240947665,2
2026-03-21,Australia_to_EC_India,Panamax,38.41670933873797,433.68760978780716,8
2026-03-22,Australia_to_EC_India,Panamax,38.73987133633501,423.3292400258115,8
2026-03-23,Australia_to_EC_India,Panamax,38.69533933328327,441.7392679604972,9
2026-03-24,Australia_to_EC_India,Panamax,39.03198593429329,438.3576750979841,0
2026-03-25,Australia_to_EC_India,Panamax,40.16286285321268,423.0432801427968,7
2026-03-26,Australia_to_EC_India,Panamax,40.64935253928977,446.09951906182437,5
2026-03-27,Australia_to_EC_India,Panamax,40.83519409185077,446.84676667144765,5
2026-03-28,Australia_to_EC_India,Panamax,40.33434472952331,436.2958392529397,0
2026-03-29,Australia_to_EC_India,Panamax,40.47876100803281,427.7828008564557,4
2026-03-30,Australia_to_EC_India,Panamax,39.64432304491669,426.2898985369914,4
2026-03-31,Australia_to_EC_India,Panamax,39.91363937866169,407.5724422308497,3
2026-04-01,Australia_to_EC_India,Panamax,39.94924894261083,417.3745195336193,6
2026-04-02,Australia_to_EC_India,Panamax,39.87130748381396,432.55309633818695,1
2026-04-03,Australia_to_EC_India,Panamax,40.72109675897997,432.68227589934116,1
2026-04-04,Australia_to_EC_India,Panamax,40.89488916697549,421.995490023662,2
2026-04-05,Australia_to_EC_India,Panamax,41.07560476472086,433.74655580510256,0
2026-04-06,Australia_to_EC_India,Panamax,41.03059313509314,424.1892754887182,6
2026-04-07,Australia_to_EC_India,Panamax,41.50909676629752,442.87891530733515,3
2026-04-08,Australia_to_EC_India,Panamax,41.801066176092725,433.16248621434806,6
2026-04-09,Australia_to_EC_India,Panamax,41.64096552773579,444.0444246114666,1
2026-04-10,Australia_to_EC_India,Panamax,41.47121697479184,425.69703643351073,8
2026-04-11,Australia_to_EC_India,Panamax,41.407492386620426,422.88992267166986,8
2026-04-12,Australia_to_EC_India,Panamax,41.05146360807883,423.034403293153,5
2026-04-13,Australia_to_EC_India,Panamax,41.12688479670975,434.51874421066185,4
2026-04-14,Australia_to_EC_India,Panamax,41.61580558425231,422.1944653782108,4
2026-04-15,Australia_to_EC_India,Panamax,41.29331627030694,432.68025689908444,6
2026-04-16,Australia_to_EC_India,Panamax,41.65395729759986,427.5818336265977,4
2026-04-17,Australia_to_EC_India,Panamax,41.96091065453151,446.9260623443245,0
2026-04-18,Australia_to_EC_India,Panamax,41.85751311583128,423.8080225963625,3
2026-04-19,Australia_to_EC_India,Panamax,41.95416806069463,445.2810329907886,3
2026-04-20,Australia_to_EC_India,Panamax,41.9113537235263,438.1412231246075,9
2026-04-21,Australia_to_EC_India,Panamax,41.346501614430224,409.09884748019425,7
2026-04-22,Australia_to_EC_India,Panamax,41.86867808340231,430.1444400999106,5
2026-04-23,Australia_to_EC_India,Panamax,42.027424769277644,443.41597241147116,5
2026-04-24,Australia_to_EC_India,Panamax,42.68973132637391,437.8149167886198,0
2026-04-25,Australia_to_EC_India,Panamax,42.64685109347353,434.0480327360851,9
2026-04-26,Australia_to_EC_India,Panamax,43.77666524142895,418.2150039691165,7
2026-04-27,Australia_to_EC_India,Panamax,43.34343665510824,436.3313287714897,2
2026-04-28,Australia_to_EC_India,Panamax,43.410678098730045,414.5445863544207,3
2026-04-29,Australia_to_EC_India,Panamax,43.24650595625261,429.32351879607415,0
2026-04-30,Australia_to_EC_India,Panamax,43.80070282599573,419.409124145591,8
2026-05-01,Australia_to_EC_India,Panamax,43.916070524755675,427.04291741723114,4
2026-05-02,Australia_to_EC_India,Panamax,44.05568280786574,434.5875246845545,4
2026-05-03,Australia_to_EC_India,Panamax,43.98843675930628,442.5570935134816,7
2026-05-04,Australia_to_EC_India,Panamax,44.42003673883006,442.1962464001997,1
2026-05-05,Australia_to_EC_India,Panamax,44.46974993250724,425.6495383532232,7
2026-05-06,Australia_to_EC_India,Panamax,44.97491670096194,433.86432264502326,0
2026-05-07,Australia_to_EC_India,Panamax,45.31709632269319,428.4553476408151,8
2026-05-08,Australia_to_EC_India,Panamax,45.783764415096904,419.1957299104511,4
2026-05-09,Australia_to_EC_India,Panamax,46.40799371931847,426.3107276691985,9
2026-05-10,Australia_to_EC_India,Panamax,47.648062461728685,441.96333360033486,9
2026-05-11,Australia_to_EC_India,Panamax,47.87636784911285,425.9860726610517,2
2026-05-12,Australia_to_EC_India,Panamax,47.67898398419394,434.8546801483562,4
2026-05-13,Australia_to_EC_India,Panamax,47.66582582649751,434.9557125645602,5
2026-05-14,Australia_to_EC_India,Panamax,47.474580809079164,422.2068612673761,5
2026-05-15,Australia_to_EC_India,Panamax,47.32739979391497,429.74785272004834,7
2026-05-16,Australia_to_EC_India,Panamax,47.77507218699157,437.61479888722084,3
2026-05-17,Australia_to_EC_India,Panamax,47.935034123720385,414.18962603993293,0
2026-05-18,Australia_to_EC_India,Panamax,47.84162896761176,428.3105539377379,7
2026-05-19,Australia_to_EC_India,Panamax,47.59138035577606,438.4519127769276,6
2026-05-20,Australia_to_EC_India,Panamax,47.54410616895953,437.0510927239063,0
